src_ip,dst_ip,protocol,service,flag,duration,bytes,src_port,dst_port,attack_type,is_malware,prior_intrusion,src_os,dst_os,src_country,dst_country,timestamp,username,auth_result,http_method,url_path,http_version,http_response_code,user_agent
129.35.59.108,237.135.184.104,tcp,pop3,REJ,1341.32,387705,14106,156,u2r,no,no,MacOS,Linux,CN,KR,2025-04-23T08:57:34.926765,admin,failure,HEAD,/dashboard,HTTP/2,200,PostmanRuntime/7.26.8
106.251.243.215,129.29.113.83,tcp,pop3,RSTR,3702.26,817928,63822,653,u2r,yes,yes,Unix,MacOS,FR,BR,2025-04-21T11:12:00.926765,alice,success,GET,/home,HTTP/2,301,Mozilla/5.0
207.65.56.9,145.232.108.105,udp,imap4,SH,4501.27,632764,9421,950,u2r,no,yes,MacOS,Linux,FR,JP,2025-04-29T14:52:59.926765,bob,success,POST,/upload,HTTP/2,403,curl/7.64.1
202.147.238.101,92.206.232.180,icmp,ntp_u,SF,1024.76,110976,46659,756,normal,yes,yes,Unix,Linux,US,US,2025-04-26T04:34:10.926765,alice,failure,GET,/login,HTTP/2,404,Wget/1.20.3
218.142.110.35,153.215.180.152,udp,smtp,SF,3661.39,361271,1323,451,dos,yes,no,MacOS,Unix,IN,IN,2025-05-04T00:18:56.926765,admin,failure,DELETE,/config,HTTP/2,401,PostmanRuntime/7.26.8
81.205.52.80,157.20.77.239,udp,nntp,SH,457.53,815082,32209,42,u2r,no,yes,Windows,Linux,BR,BR,2025-04-26T20:02:33.926765,dave,failure,OPTIONS,/dashboard,HTTP/2,200,curl/7.64.1
74.76.180.181,49.76.237.124,tcp,smtp,RSTR,3668.09,224982,3455,591,dos,yes,no,Unix,Linux,US,JP,2025-04-21T19:57:54.926765,admin,failure,POST,/data,HTTP/2,200,Wget/1.20.3
206.170.179.60,193.250.73.149,icmp,eco_i,SF,3223.58,770246,54917,46,u2r,yes,no,Windows,Linux,BR,FR,2025-05-02T18:30:10.926765,charlie,failure,PUT,/login,HTTP/2,302,Mozilla/5.0
232.170.251.153,39.88.3.30,icmp,pop3,RSTO,1428.54,988819,64101,875,r2l,yes,no,Windows,Linux,DE,FR,2025-05-11T20:23:22.926765,admin,success,HEAD,/admin,HTTP/1.1,404,Mozilla/5.0
143.78.231.108,25.232.108.106,udp,private,S0,3901.84,681062,22210,920,dos,yes,yes,Windows,MacOS,RU,CN,2025-05-02T11:06:18.926765,eve,success,OPTIONS,/admin,HTTP/1.1,200,Wget/1.20.3
104.17.38.153,168.36.5.236,udp,pop3,RSTO,4725.53,593040,31639,839,dos,yes,no,Windows,Windows,KR,DE,2025-05-16T08:47:21.926765,guest,success,PUT,/dashboard,HTTP/1.1,500,PostmanRuntime/7.26.8
254.67.178.216,97.104.179.220,tcp,dns,SH,2652.52,1552,3911,503,normal,yes,no,Windows,Unix,DE,FR,2025-04-19T18:48:29.926765,alice,failure,GET,/login,HTTP/1.1,403,Mozilla/5.0
112.247.123.45,59.188.15.160,tcp,domain_u,SF,4363.38,160265,64787,61,u2r,no,yes,Unix,MacOS,FR,DE,2025-04-22T03:16:21.926765,eve,failure,PUT,/config,HTTP/1.1,200,curl/7.64.1
235.252.124.26,212.23.119.207,udp,pop3,S1,378.75,540097,20026,375,u2r,yes,yes,Linux,MacOS,CN,JP,2025-04-26T13:56:32.926765,bob,failure,OPTIONS,/admin,HTTP/1.1,404,Wget/1.20.3
245.29.20.61,46.141.134.180,udp,dns,RSTO,2536.7,335529,17808,480,normal,yes,yes,MacOS,MacOS,US,KR,2025-05-13T00:26:07.926765,dave,failure,OPTIONS,/upload,HTTP/1.1,400,python-requests/2.23.0
113.33.47.166,227.56.242.226,icmp,imap4,RSTR,2626.75,718220,6668,589,probe,yes,yes,Unix,Linux,IN,KR,2025-04-20T01:29:43.926765,alice,success,OPTIONS,/login,HTTP/2,403,Mozilla/5.0
188.36.91.170,40.43.42.242,udp,ftp,S0,1776.15,494567,38580,521,r2l,yes,no,MacOS,MacOS,JP,KR,2025-05-06T01:08:37.926765,alice,success,POST,/admin,HTTP/2,403,python-requests/2.23.0
55.232.183.225,147.68.137.87,icmp,dns,RSTR,1448.81,404263,17006,692,dos,yes,no,Windows,Windows,DE,US,2025-05-05T19:05:17.926765,dave,success,POST,/upload,HTTP/1.1,200,Wget/1.20.3
76.90.102.252,214.123.109.165,udp,eco_i,RSTO,2330.32,947064,32595,1019,r2l,no,no,Linux,Windows,DE,JP,2025-04-23T04:26:19.926765,guest,success,POST,/config,HTTP/1.1,301,Wget/1.20.3
169.138.125.87,21.82.204.184,udp,ntp_u,RSTR,857.04,334857,60575,124,normal,yes,yes,Unix,Unix,BR,JP,2025-05-02T13:03:22.926765,admin,success,POST,/upload,HTTP/2,403,Wget/1.20.3
20.48.238.122,91.37.35.161,tcp,private,REJ,2002.7,170844,55022,447,normal,yes,yes,Linux,Linux,CN,JP,2025-04-22T04:53:15.926765,guest,failure,HEAD,/upload,HTTP/2,403,Mozilla/5.0
205.143.169.148,60.238.70.32,tcp,ssh,RSTO,1434.8,167364,17446,743,normal,yes,no,Windows,Windows,CN,US,2025-05-06T09:54:33.926765,guest,success,GET,/config,HTTP/2,500,Wget/1.20.3
162.204.1.27,240.168.221.249,tcp,ftp,RSTO,245.63,268987,62064,143,r2l,no,yes,Linux,Windows,CN,JP,2025-04-28T20:24:26.926765,charlie,success,GET,/data,HTTP/2,301,PostmanRuntime/7.26.8
134.247.243.93,139.93.28.88,udp,dns,RSTO,632.86,749361,40606,555,normal,no,no,MacOS,Linux,BR,CN,2025-05-05T09:49:09.926765,guest,success,DELETE,/admin,HTTP/1.1,500,Wget/1.20.3
182.235.106.62,231.223.100.212,tcp,pop3,SH,213.71,976118,59094,639,u2r,yes,yes,MacOS,Linux,IN,FR,2025-05-04T23:00:37.926765,bob,failure,POST,/data,HTTP/1.1,403,PostmanRuntime/7.26.8
170.110.48.210,107.196.28.220,tcp,ftp,S0,3192.43,257449,8583,166,normal,yes,yes,Windows,MacOS,US,CN,2025-04-22T04:08:07.926765,guest,failure,HEAD,/dashboard,HTTP/2,401,curl/7.64.1
251.161.144.187,162.255.141.41,icmp,pop3,RSTO,4997.3,178024,35725,865,probe,yes,no,Unix,MacOS,KR,FR,2025-04-24T15:21:04.926765,dave,failure,DELETE,/dashboard,HTTP/1.1,403,Mozilla/5.0
222.253.194.121,227.154.97.30,udp,ssh,REJ,2416.4,956316,35465,990,dos,no,no,Linux,Unix,FR,RU,2025-04-23T08:10:16.926765,admin,success,OPTIONS,/config,HTTP/2,401,python-requests/2.23.0
61.239.156.241,209.210.242.72,udp,ssh,S1,2115.52,660983,31894,365,u2r,no,yes,Unix,Windows,JP,IN,2025-05-11T03:00:40.926765,alice,failure,GET,/data,HTTP/1.1,404,Mozilla/5.0
120.128.149.142,67.233.15.115,udp,private,SF,469.94,861239,20401,791,normal,no,no,Linux,Unix,US,KR,2025-05-09T13:42:19.926765,dave,failure,OPTIONS,/home,HTTP/2,301,python-requests/2.23.0
29.42.31.34,70.241.136.19,udp,private,SH,4572.03,912781,45269,500,probe,no,no,MacOS,Windows,IN,FR,2025-05-14T04:58:32.926765,alice,failure,POST,/login,HTTP/2,401,python-requests/2.23.0
154.99.80.228,168.43.127.117,udp,pop3,S1,2716.35,35254,11686,116,probe,no,yes,Linux,MacOS,FR,FR,2025-05-03T14:44:07.926765,charlie,success,OPTIONS,/login,HTTP/2,401,curl/7.64.1
62.131.110.211,26.185.181.62,tcp,private,SF,2731.31,479074,59446,607,u2r,no,yes,Unix,Unix,RU,CN,2025-04-19T19:38:00.926765,eve,success,GET,/dashboard,HTTP/2,400,Wget/1.20.3
148.251.154.112,54.112.236.128,udp,ftp,SH,4717.23,801290,30990,611,u2r,no,yes,Linux,Windows,CN,JP,2025-05-01T10:10:08.926765,eve,success,PUT,/dashboard,HTTP/1.1,403,python-requests/2.23.0
168.167.8.194,206.131.161.5,udp,ftp,S0,3072.44,50014,15810,424,dos,no,yes,Windows,MacOS,JP,JP,2025-04-19T04:17:49.926765,bob,success,DELETE,/data,HTTP/2,400,curl/7.64.1
248.148.215.165,179.121.146.237,tcp,private,SH,4052.14,699963,59296,627,probe,no,yes,Linux,MacOS,FR,FR,2025-04-27T21:00:55.926765,eve,success,HEAD,/data,HTTP/1.1,403,Wget/1.20.3
191.42.46.231,90.166.61.23,tcp,nntp,SF,2476.19,7122,44665,289,u2r,yes,yes,Windows,Linux,CN,KR,2025-04-23T03:05:23.926765,alice,success,OPTIONS,/data,HTTP/1.1,500,python-requests/2.23.0
134.220.248.113,63.155.145.157,icmp,ftp,SF,166.12,983261,60226,694,normal,yes,no,Windows,MacOS,IN,KR,2025-05-05T13:13:54.926765,eve,success,HEAD,/home,HTTP/1.1,401,Wget/1.20.3
65.61.57.10,28.245.245.249,udp,eco_i,REJ,2598.84,728448,17118,416,u2r,no,yes,Linux,Linux,CN,KR,2025-05-06T06:55:08.926765,eve,failure,PUT,/data,HTTP/1.1,400,PostmanRuntime/7.26.8
63.168.83.152,206.186.82.211,udp,ssh,RSTR,462.4,527847,35890,684,u2r,no,yes,Windows,Unix,JP,DE,2025-04-18T15:03:45.926765,admin,failure,GET,/data,HTTP/1.1,404,curl/7.64.1
85.19.172.226,251.81.21.15,icmp,smtp,SH,1123.55,783390,23995,194,normal,no,yes,Windows,Unix,DE,KR,2025-04-25T04:09:13.926765,admin,failure,DELETE,/admin,HTTP/1.1,302,Wget/1.20.3
142.31.250.1,84.164.155.220,tcp,nntp,S0,4015.04,967581,44216,625,normal,no,yes,Windows,MacOS,KR,US,2025-05-01T00:02:25.926765,bob,failure,OPTIONS,/config,HTTP/1.1,301,python-requests/2.23.0
191.98.8.40,82.82.136.39,tcp,pop3,SF,4564.96,803437,29403,515,r2l,no,no,MacOS,Unix,IN,DE,2025-05-13T17:26:38.926765,admin,success,PUT,/admin,HTTP/1.1,400,curl/7.64.1
221.61.219.157,224.20.229.143,tcp,ntp_u,SH,4827.06,854413,17091,214,u2r,no,yes,Linux,Unix,DE,US,2025-04-22T14:06:11.926765,guest,success,PUT,/dashboard,HTTP/2,400,curl/7.64.1
33.127.195.231,131.114.92.89,udp,nntp,S0,286.07,812299,47499,552,dos,yes,no,MacOS,Linux,CN,DE,2025-04-17T22:00:10.926765,guest,failure,POST,/admin,HTTP/2,404,Mozilla/5.0
197.233.219.108,147.32.183.188,tcp,private,S1,3304.54,684415,32292,290,normal,yes,no,Linux,MacOS,JP,DE,2025-04-22T01:14:53.926765,alice,failure,HEAD,/dashboard,HTTP/1.1,400,Mozilla/5.0
156.49.116.185,74.238.59.54,icmp,smtp,SF,3180.48,172460,44171,920,probe,yes,yes,Windows,Windows,BR,DE,2025-05-05T11:46:23.926765,alice,failure,GET,/data,HTTP/2,401,python-requests/2.23.0
229.243.186.200,206.66.212.141,tcp,imap4,SF,3311.33,136703,5884,365,u2r,no,no,Unix,Linux,CN,JP,2025-04-29T01:02:32.926765,bob,failure,PUT,/data,HTTP/2,500,Wget/1.20.3
10.193.33.150,70.179.47.53,tcp,ftp,S1,2373.16,540071,58538,381,dos,yes,no,Unix,Linux,JP,US,2025-05-04T07:35:42.926765,charlie,failure,OPTIONS,/admin,HTTP/2,400,Mozilla/5.0
10.251.164.36,10.244.22.83,udp,pop3,RSTR,3979.98,827928,32660,261,u2r,no,yes,MacOS,Linux,KR,FR,2025-04-21T10:15:49.926765,eve,failure,HEAD,/login,HTTP/2,302,Mozilla/5.0
15.11.10.184,23.197.6.151,icmp,private,SF,3149.5,375837,52590,868,dos,no,yes,MacOS,MacOS,DE,CN,2025-05-02T13:53:38.926765,alice,success,DELETE,/login,HTTP/2,404,python-requests/2.23.0
53.20.255.213,135.39.134.41,tcp,imap4,SF,1419.22,594762,38766,873,probe,yes,no,Linux,Linux,US,KR,2025-04-18T17:18:41.926765,guest,failure,DELETE,/login,HTTP/1.1,403,PostmanRuntime/7.26.8
235.233.26.62,24.93.238.2,tcp,domain_u,SF,2506.81,343914,61264,430,dos,yes,yes,Linux,Windows,IN,CN,2025-04-20T14:09:03.926765,charlie,failure,HEAD,/admin,HTTP/2,400,Wget/1.20.3
90.83.29.80,250.139.142.13,tcp,private,S0,2994.2,24829,47992,244,dos,yes,yes,MacOS,Linux,JP,US,2025-04-29T05:07:43.926765,dave,failure,GET,/data,HTTP/1.1,301,PostmanRuntime/7.26.8
84.159.23.123,120.12.103.192,icmp,smtp,S1,1997.26,722364,27660,851,r2l,yes,yes,Windows,Unix,KR,IN,2025-05-16T13:22:29.926765,alice,failure,GET,/login,HTTP/2,500,Wget/1.20.3
215.84.79.203,215.215.176.155,udp,dns,RSTO,519.98,631462,27263,667,dos,no,yes,Linux,MacOS,RU,US,2025-04-25T22:26:54.926765,alice,success,DELETE,/dashboard,HTTP/2,500,Mozilla/5.0
216.130.5.124,51.163.26.87,udp,eco_i,RSTO,4396.03,929957,18196,78,probe,no,yes,Windows,MacOS,IN,RU,2025-04-27T01:19:58.926765,dave,success,POST,/upload,HTTP/2,500,python-requests/2.23.0
171.197.102.202,150.6.136.25,udp,eco_i,SF,3252.8,56110,43705,824,probe,no,no,MacOS,MacOS,FR,DE,2025-04-18T08:11:20.926765,eve,failure,OPTIONS,/admin,HTTP/1.1,301,Mozilla/5.0
12.238.71.12,232.68.167.206,icmp,smtp,RSTO,2296.58,105811,46051,337,normal,no,no,Windows,Linux,US,CN,2025-05-07T16:05:09.926765,admin,success,PUT,/home,HTTP/2,302,PostmanRuntime/7.26.8
173.59.127.82,65.193.162.71,icmp,domain_u,S0,2916.36,629559,53482,940,dos,no,no,Linux,Unix,FR,DE,2025-05-07T08:51:17.926765,dave,success,PUT,/upload,HTTP/1.1,400,curl/7.64.1
45.219.182.19,188.85.32.117,icmp,pop3,SF,3131.94,897828,12761,715,probe,yes,yes,MacOS,Unix,KR,JP,2025-05-13T02:11:40.926765,alice,failure,OPTIONS,/home,HTTP/1.1,404,Wget/1.20.3
65.248.203.150,25.174.170.204,icmp,ftp,S0,3408.9,410441,49830,677,r2l,yes,no,MacOS,Windows,RU,JP,2025-05-09T01:42:23.926765,charlie,success,DELETE,/home,HTTP/1.1,403,Wget/1.20.3
83.63.4.55,77.100.95.126,tcp,pop3,REJ,2950.86,621429,58549,293,normal,no,no,Linux,Windows,JP,RU,2025-04-20T03:56:29.926765,alice,success,GET,/login,HTTP/1.1,500,curl/7.64.1
162.138.215.10,214.209.111.68,udp,private,RSTO,1057.47,828592,60083,227,probe,no,yes,Windows,MacOS,IN,BR,2025-04-17T22:26:31.926765,charlie,failure,GET,/config,HTTP/2,301,Mozilla/5.0
82.70.51.43,96.18.134.145,icmp,http,S0,920.86,669671,43057,935,probe,no,yes,Linux,Linux,FR,KR,2025-04-20T12:45:03.926765,admin,failure,DELETE,/upload,HTTP/1.1,400,python-requests/2.23.0
23.80.173.253,112.121.170.88,udp,nntp,S1,3124.47,781492,56451,971,dos,no,no,Windows,Windows,BR,KR,2025-05-17T05:09:16.926765,dave,success,GET,/upload,HTTP/2,301,curl/7.64.1
246.195.24.86,37.38.165.166,tcp,smtp,S0,2250.48,918256,17023,579,r2l,no,yes,Windows,MacOS,CN,FR,2025-04-22T21:40:18.926765,dave,success,PUT,/data,HTTP/1.1,403,Mozilla/5.0
29.214.23.184,107.155.235.112,udp,eco_i,S1,3228.31,19684,9056,178,r2l,yes,no,Unix,Unix,RU,BR,2025-05-11T11:21:54.926765,eve,failure,DELETE,/data,HTTP/1.1,404,Mozilla/5.0
193.151.181.214,252.103.133.237,icmp,http,SF,3228.07,979320,38597,214,normal,yes,yes,Unix,Unix,RU,KR,2025-05-08T20:47:40.926765,alice,success,PUT,/admin,HTTP/2,500,curl/7.64.1
180.78.84.70,14.30.162.160,icmp,ntp_u,S0,3417.73,48746,21405,146,dos,no,no,MacOS,MacOS,JP,BR,2025-04-25T09:52:20.926765,admin,failure,GET,/config,HTTP/1.1,401,python-requests/2.23.0
90.224.157.188,34.238.77.229,udp,domain_u,RSTO,4213.93,7908,65117,795,normal,no,no,Unix,MacOS,FR,IN,2025-05-08T23:19:22.926765,guest,failure,PUT,/config,HTTP/2,500,curl/7.64.1
32.186.95.90,9.108.162.215,tcp,domain_u,S1,606.67,356892,57939,68,r2l,yes,yes,Unix,Unix,BR,IN,2025-04-22T13:57:18.926765,admin,failure,PUT,/dashboard,HTTP/2,302,PostmanRuntime/7.26.8
239.90.204.19,109.71.98.33,tcp,pop3,SF,2623.99,87914,7146,918,u2r,yes,yes,Unix,Windows,CN,CN,2025-04-27T05:27:55.926765,bob,success,DELETE,/admin,HTTP/1.1,403,python-requests/2.23.0
41.153.144.72,1.205.142.17,icmp,nntp,REJ,1998.43,924964,19002,501,r2l,no,no,Unix,Windows,RU,DE,2025-04-21T21:48:05.926765,bob,success,DELETE,/data,HTTP/2,400,Mozilla/5.0
141.78.34.108,246.232.15.134,udp,domain_u,RSTR,4465.84,523049,19609,169,dos,no,yes,Unix,MacOS,RU,FR,2025-04-24T21:32:41.926765,admin,failure,GET,/dashboard,HTTP/2,200,Mozilla/5.0
82.137.106.166,45.50.33.35,udp,http,S1,4009.03,887484,39657,653,r2l,no,yes,MacOS,Unix,FR,US,2025-04-19T09:18:00.926765,charlie,failure,OPTIONS,/home,HTTP/2,301,PostmanRuntime/7.26.8
88.123.109.228,253.204.252.66,tcp,imap4,REJ,2091.14,397009,26794,678,normal,yes,no,Linux,Unix,IN,CN,2025-05-17T04:24:14.926765,alice,success,PUT,/config,HTTP/2,400,python-requests/2.23.0
201.247.119.135,73.96.137.214,tcp,http,SF,2540.76,1333,18905,796,dos,no,yes,Unix,Linux,JP,RU,2025-04-21T02:29:16.926765,admin,success,PUT,/home,HTTP/2,401,python-requests/2.23.0
121.43.102.245,163.154.238.110,tcp,pop3,REJ,3816.38,935767,20977,368,normal,yes,no,MacOS,Unix,FR,RU,2025-04-19T17:03:24.926765,alice,failure,GET,/upload,HTTP/2,200,Mozilla/5.0
87.126.70.45,33.73.222.75,udp,eco_i,S0,1554.66,15140,41557,817,probe,no,yes,Linux,Unix,RU,IN,2025-04-18T09:25:28.926765,charlie,failure,OPTIONS,/dashboard,HTTP/2,301,PostmanRuntime/7.26.8
5.113.142.156,192.174.209.218,tcp,dns,S1,3525.08,409384,37419,314,normal,yes,yes,MacOS,Unix,US,US,2025-05-02T00:19:50.926765,eve,failure,POST,/login,HTTP/1.1,403,python-requests/2.23.0
211.11.88.159,24.77.187.206,icmp,smtp,RSTO,658.07,224926,29869,221,u2r,no,yes,Linux,MacOS,CN,BR,2025-05-13T15:54:31.926765,bob,success,DELETE,/login,HTTP/2,500,Wget/1.20.3
82.69.70.57,211.27.219.42,udp,ntp_u,S0,4236.28,491871,60844,248,u2r,yes,yes,Linux,Windows,IN,US,2025-04-20T14:45:10.926765,charlie,success,GET,/upload,HTTP/2,302,curl/7.64.1
187.180.16.47,15.68.31.146,tcp,ftp,SF,3179.36,599951,60386,704,dos,no,no,Windows,Linux,RU,IN,2025-05-10T22:03:09.926765,admin,failure,HEAD,/admin,HTTP/2,403,curl/7.64.1
55.83.56.76,130.217.34.241,tcp,imap4,RSTR,3927.42,241840,50971,138,r2l,yes,no,MacOS,Windows,CN,IN,2025-05-11T21:27:23.926765,admin,failure,OPTIONS,/upload,HTTP/2,404,Wget/1.20.3
95.150.197.97,160.105.106.158,icmp,dns,RSTO,1567.45,526916,53204,468,u2r,yes,yes,MacOS,MacOS,BR,CN,2025-05-03T11:09:43.926765,dave,success,GET,/dashboard,HTTP/2,301,python-requests/2.23.0
128.12.113.226,56.113.175.35,tcp,http,RSTR,4848.6,656447,21177,4,dos,yes,yes,Unix,Windows,JP,US,2025-04-24T10:07:48.926765,dave,success,GET,/home,HTTP/1.1,400,Wget/1.20.3
136.131.198.207,246.232.6.107,icmp,ftp,SH,4234.44,149515,8372,759,probe,no,yes,Windows,Linux,DE,BR,2025-04-30T03:52:19.926765,charlie,success,GET,/login,HTTP/2,302,PostmanRuntime/7.26.8
55.221.88.238,31.14.92.63,tcp,dns,RSTR,3030.24,25569,56629,555,dos,no,yes,Linux,Windows,BR,DE,2025-04-29T04:41:33.926765,alice,success,POST,/admin,HTTP/2,401,curl/7.64.1
220.115.252.87,17.90.177.158,udp,ssh,RSTR,3138.61,250254,36757,951,probe,no,yes,MacOS,Linux,BR,US,2025-04-18T04:58:08.926765,guest,success,DELETE,/data,HTTP/2,404,Mozilla/5.0
173.137.24.205,219.188.60.253,tcp,ssh,REJ,1265.77,129705,10568,1009,r2l,yes,yes,Unix,Windows,BR,KR,2025-05-05T02:52:07.926765,charlie,failure,HEAD,/data,HTTP/1.1,403,Wget/1.20.3
214.211.126.6,45.170.4.194,icmp,ftp,S0,4723.16,872270,8784,185,probe,no,no,MacOS,MacOS,IN,FR,2025-04-25T00:43:00.926765,alice,success,GET,/home,HTTP/2,403,Wget/1.20.3
183.105.124.120,116.14.3.113,tcp,imap4,RSTO,4681.73,591809,50256,632,r2l,yes,yes,Windows,Windows,KR,IN,2025-04-25T08:52:06.926765,bob,failure,HEAD,/dashboard,HTTP/1.1,400,Wget/1.20.3
158.111.133.203,126.7.100.57,icmp,private,RSTR,866.47,328875,10041,836,probe,no,yes,Linux,Unix,JP,JP,2025-05-01T00:09:23.926765,bob,failure,DELETE,/data,HTTP/1.1,404,PostmanRuntime/7.26.8
71.164.47.114,47.25.36.201,udp,http,RSTO,3412.57,959411,62472,584,r2l,yes,yes,Linux,Unix,IN,KR,2025-05-17T08:54:54.926765,guest,success,GET,/dashboard,HTTP/2,400,PostmanRuntime/7.26.8
204.226.180.142,48.21.39.165,tcp,imap4,RSTR,183.46,480040,20383,1015,normal,no,yes,Windows,Unix,FR,FR,2025-05-06T04:34:19.926765,admin,success,PUT,/data,HTTP/2,500,python-requests/2.23.0
94.89.103.72,183.86.114.165,tcp,smtp,S1,2091.72,959222,47485,939,dos,yes,no,Windows,MacOS,KR,KR,2025-04-24T21:34:27.926765,charlie,failure,HEAD,/login,HTTP/1.1,302,Wget/1.20.3
160.117.192.173,146.14.189.165,tcp,private,S1,1119.54,643420,61077,808,normal,no,yes,Windows,Windows,FR,FR,2025-05-09T14:16:39.926765,eve,failure,POST,/data,HTTP/2,404,python-requests/2.23.0
39.162.50.78,245.179.150.207,tcp,dns,RSTR,3071.51,895957,61459,889,r2l,no,yes,MacOS,Windows,DE,CN,2025-05-13T00:08:23.926765,charlie,failure,DELETE,/data,HTTP/2,302,curl/7.64.1
138.188.80.31,6.194.5.24,tcp,pop3,RSTO,3528.15,693728,22961,844,dos,no,no,Windows,Windows,KR,IN,2025-05-01T01:30:52.926765,guest,success,POST,/admin,HTTP/2,404,PostmanRuntime/7.26.8
184.208.164.250,8.163.125.240,icmp,ssh,RSTR,292.99,875264,46796,780,u2r,no,no,Unix,Unix,RU,DE,2025-05-02T07:37:23.926765,dave,failure,HEAD,/data,HTTP/1.1,404,Wget/1.20.3
24.111.182.76,168.5.59.40,udp,nntp,S0,378.75,133951,48003,616,r2l,no,no,Linux,Linux,BR,CN,2025-05-15T14:26:15.926765,charlie,success,POST,/admin,HTTP/2,301,Wget/1.20.3
35.135.70.102,105.168.138.181,udp,http,RSTO,3561.26,665749,28734,318,dos,yes,no,Unix,MacOS,BR,FR,2025-05-13T22:51:42.926765,eve,failure,OPTIONS,/home,HTTP/1.1,400,PostmanRuntime/7.26.8
76.22.42.237,10.218.86.100,icmp,domain_u,SF,772.19,408212,2000,845,dos,no,yes,Linux,Unix,DE,DE,2025-04-18T05:18:17.926765,dave,failure,OPTIONS,/login,HTTP/1.1,403,Mozilla/5.0
43.148.177.129,159.175.155.66,icmp,ntp_u,S0,1195.6,78729,53185,998,probe,yes,no,MacOS,MacOS,KR,JP,2025-05-09T10:20:28.926765,charlie,failure,PUT,/upload,HTTP/2,401,Wget/1.20.3
175.199.42.107,34.148.173.47,icmp,smtp,REJ,2810.75,22642,37245,970,normal,no,no,Windows,Linux,KR,IN,2025-04-23T17:30:49.926765,eve,success,POST,/admin,HTTP/2,302,Mozilla/5.0
149.160.59.145,135.146.115.254,udp,domain_u,S0,2178.66,952673,46544,832,u2r,yes,no,MacOS,Linux,CN,KR,2025-05-12T05:44:34.926765,guest,success,DELETE,/admin,HTTP/2,302,Mozilla/5.0
21.193.7.157,95.200.102.91,tcp,imap4,REJ,412.63,89296,58290,771,normal,yes,yes,Unix,MacOS,CN,KR,2025-05-09T11:15:26.926765,guest,success,DELETE,/dashboard,HTTP/1.1,404,Mozilla/5.0
81.175.211.189,103.33.57.191,icmp,pop3,SH,3270.06,134586,30472,945,u2r,no,yes,Linux,MacOS,IN,BR,2025-04-25T13:57:38.926765,bob,failure,HEAD,/admin,HTTP/1.1,302,curl/7.64.1
62.252.111.163,21.100.7.173,udp,nntp,SH,4753.79,876541,37906,877,u2r,no,no,Unix,Windows,FR,US,2025-05-05T19:59:11.926765,eve,success,DELETE,/dashboard,HTTP/2,200,PostmanRuntime/7.26.8
41.128.248.14,134.112.236.225,tcp,dns,REJ,4365.78,917707,8183,410,dos,no,yes,MacOS,Unix,CN,BR,2025-04-27T14:10:21.926765,dave,failure,PUT,/dashboard,HTTP/1.1,301,curl/7.64.1
125.83.73.4,255.224.91.63,icmp,pop3,SH,2428.22,890889,40595,779,probe,no,no,Unix,MacOS,JP,CN,2025-05-11T08:26:33.926765,dave,success,GET,/config,HTTP/2,200,curl/7.64.1
203.47.180.162,106.145.209.104,udp,ntp_u,SF,4937.91,355040,7075,815,probe,no,yes,Linux,Windows,BR,RU,2025-05-01T17:06:57.926765,admin,failure,PUT,/home,HTTP/2,401,curl/7.64.1
63.51.114.85,244.155.156.242,icmp,nntp,RSTR,2561.45,903281,9051,483,dos,no,no,Linux,MacOS,BR,BR,2025-04-28T15:13:23.926765,bob,success,DELETE,/dashboard,HTTP/1.1,403,Wget/1.20.3
9.62.58.29,19.88.70.45,udp,ssh,SH,1456.52,162392,3632,92,dos,no,no,Linux,Windows,CN,CN,2025-04-30T04:46:48.926765,admin,success,POST,/home,HTTP/2,302,curl/7.64.1
48.242.97.112,68.37.240.33,udp,dns,SH,227.18,950820,39802,836,probe,no,yes,Unix,Windows,IN,RU,2025-05-05T06:21:27.926765,bob,success,PUT,/config,HTTP/2,400,Wget/1.20.3
142.248.44.103,119.14.182.235,icmp,domain_u,S0,1171.1,32852,5065,355,normal,no,no,Linux,Unix,RU,BR,2025-04-25T18:47:26.926765,dave,success,OPTIONS,/upload,HTTP/1.1,400,curl/7.64.1
224.241.162.145,123.221.87.210,tcp,domain_u,S1,1620.18,409656,61269,145,probe,no,no,Linux,Windows,DE,CN,2025-05-02T01:29:52.926765,charlie,success,GET,/dashboard,HTTP/2,403,python-requests/2.23.0
7.97.228.1,80.207.62.50,tcp,domain_u,SH,798.81,645339,15748,629,r2l,yes,yes,Linux,Linux,CN,RU,2025-04-30T06:40:25.926765,guest,success,HEAD,/login,HTTP/1.1,301,Mozilla/5.0
168.83.163.118,7.171.113.30,icmp,smtp,RSTO,931.85,137539,50782,49,probe,no,yes,Windows,MacOS,FR,CN,2025-05-12T02:06:25.926765,charlie,success,OPTIONS,/upload,HTTP/1.1,301,Mozilla/5.0
61.143.223.122,249.212.105.164,tcp,nntp,REJ,60.26,769715,24858,13,probe,yes,no,Linux,MacOS,CN,DE,2025-04-27T02:58:54.926765,eve,failure,GET,/dashboard,HTTP/1.1,200,Mozilla/5.0
244.194.222.4,255.96.142.25,udp,private,S0,3339.39,610917,38447,777,r2l,no,yes,Windows,Windows,JP,IN,2025-05-10T13:47:15.926765,bob,failure,PUT,/login,HTTP/2,301,PostmanRuntime/7.26.8
